alma_N;2.5000;2.0000;1.5000;0.5477;0.8944;0.8367
rey_N;1.8333;2.0000;2.1667;0.4082;0.6325;0.9832
mundo_N;2.4000;2.0000;2.8000;0.5477;0.7071;0.4472
ser_V;2.4000;2.4000;2.2000;0.5477;0.8944;0.8367
número_N;2.1667;1.8333;2.6667;0.4082;0.4082;0.5164
considerar_V;2.3333;2.5000;1.6667;0.5164;0.8367;0.8165
querer_V;3.0000;2.8000;2.4000;0.0000;0.4472;0.8944
recordar_V;2.3333;2.3333;2.3333;0.5164;1.0328;1.0328
amar_V;3.0000;3.0000;2.6667;0.0000;0.0000;0.5164
creer_V;2.6000;2.6000;2.2000;0.5477;0.8944;0.8367
pedir_V;1.5000;2.5000;2.5000;0.5477;0.8367;0.8367
caer_V;1.5000;1.6667;2.3333;0.5477;0.8165;0.8165
siguiente_A;2.1667;2.3333;2.1667;0.4082;0.5164;0.9832
trabajo_N;2.3333;2.6667;2.5000;0.5164;0.5164;0.5477
nacional_A;2.4000;2.2000;2.8000;0.5477;0.8367;0.4472
convertir_V;1.8000;3.0000;2.0000;0.4472;0.0000;0.7071
tener_V;2.6000;1.8000;2.8000;0.5477;1.0954;0.4472
lado_N;2.0000;1.6000;2.4000;0.0000;0.5477;0.8944
punto_N;2.0000;1.6000;2.6000;0.0000;0.5477;0.8944
esperar_V;1.2000;1.0000;2.8000;0.4472;0.0000;0.4472
amigo_N;3.0000;2.4000;3.0000;0.0000;0.5477;0.0000
manera_N;2.0000;2.0000;1.2000;0.0000;0.7071;0.4472
total_A;2.0000;1.8000;1.6000;0.0000;0.4472;0.5477
poder_N;2.4000;2.8000;2.4000;0.5477;0.4472;0.8944
ubicar_V;1.8000;3.0000;2.4000;0.4472;0.0000;0.5477
crear_V;3.0000;3.0000;2.2000;0.0000;0.0000;0.8367
calle_N;2.0000;1.6000;2.8000;0.0000;0.5477;0.4472
terminar_V;2.2000;3.0000;2.8000;0.4472;0.0000;0.4472
forma_N;2.2000;1.8000;1.4000;0.4472;0.4472;0.5477
sistema_N;2.2000;2.2000;1.2000;0.4472;0.4472;0.4472
año_N;2.0000;1.8000;3.0000;0.0000;0.8367;0.0000
existir_V;2.6000;2.2000;1.8000;0.5477;1.0954;0.8367
hijo_N;2.6000;2.2000;3.0000;0.5477;0.4472;0.0000
partir_V;2.0000;2.8000;2.6000;0.0000;0.4472;0.8944
comenzar_V;2.6000;3.0000;2.8000;0.5477;0.0000;0.4472
luz_N;2.6000;2.0000;3.0000;0.5477;0.7071;0.0000
buscar_V;2.2000;3.0000;2.8000;0.4472;0.0000;0.4472
paso_N;2.0000;2.4000;2.2000;0.0000;0.5477;0.8367
vida_N;2.8000;2.2000;2.4000;0.4472;1.0954;0.8944
país_N;2.2000;1.8000;2.8000;0.4472;0.4472;0.4472
encontrar_V;2.6000;2.6000;3.0000;0.5477;0.5477;0.0000
decidir_V;2.2000;3.0000;1.8000;0.4472;0.0000;0.8367
parte_N;2.0000;1.8000;2.8000;0.0000;0.4472;0.4472
noche_N;2.6000;2.0000;3.0000;0.5477;0.7071;0.0000
llevar_V;2.0000;2.6000;3.0000;0.0000;0.5477;0.0000
poner_V;2.4000;3.0000;3.0000;0.5477;0.0000;0.0000
hora_N;2.0000;1.4000;2.2000;0.0000;0.5477;0.8367
incluir_V;2.2000;2.6000;1.8000;0.4472;0.5477;0.8367
decir_V;2.2000;2.8000;3.0000;0.4472;0.4472;0.0000
escuchar_V;2.4000;2.6000;2.8000;0.5477;0.5477;0.4472
perder_V;1.0000;2.4000;3.0000;0.0000;0.8944;0.0000
grupo_N;2.6000;2.0000;2.8000;0.5477;1.0000;0.4472
libro_N;2.6000;2.0000;3.0000;0.5477;0.7071;0.0000
fuerza_N;2.4000;2.4000;2.0000;0.5477;0.8944;1.0000
familia_N;3.0000;2.4000;2.8000;0.0000;0.5477;0.4472
llegar_V;2.4000;3.0000;3.0000;0.5477;0.0000;0.0000
cielo_N;2.8000;2.4000;2.6000;0.4472;0.5477;0.8944
zona_N;2.0000;1.8000;1.6000;0.0000;0.8367;0.8944
verdad_N;2.8000;2.2000;1.8000;0.4472;0.8367;0.8367
persona_N;2.4000;2.6000;2.8000;0.5477;0.5477;0.4472
norte_N;2.2000;1.6000;2.4000;0.4472;0.5477;0.8944
hombre_N;2.4000;2.4000;3.0000;0.5477;0.5477;0.0000
cuenta_N;2.0000;1.8000;2.4000;0.0000;0.8367;0.5477
puerta_N;2.0000;1.4000;3.0000;0.0000;0.5477;0.0000
dirigir_V;2.0000;2.8000;2.2000;0.0000;0.4472;0.4472
momento_N;2.2000;1.6000;1.8000;0.4472;0.5477;0.8367
muerte_N;1.2000;2.0000;2.2000;0.4472;1.0000;1.0954
municipio_N;2.0000;1.8000;2.6000;0.0000;0.4472;0.8944
tratar_V;2.2000;2.8000;1.8000;0.4472;0.4472;0.8367
quedar_V;2.0000;1.6000;2.2000;0.0000;0.8944;0.8367
unir_V;2.4000;2.8000;2.8000;0.5477;0.4472;0.4472
cabeza_N;2.0000;2.0000;3.0000;0.0000;0.7071;0.0000
tierra_N;2.4000;2.0000;3.0000;0.5477;1.0000;0.0000
mismo_A;2.0000;2.2000;1.6000;0.0000;0.4472;0.5477
centro_N;2.4000;1.6000;2.4000;0.5477;0.5477;0.8944
aun_R;2.0000;1.8000;1.0000;0.0000;0.4472;0.0000
casa_N;2.8000;1.4000;2.8000;0.4472;0.5477;0.4472
gente_N;2.4000;2.2000;3.0000;0.5477;1.0954;0.0000
principal_A;2.8000;2.2000;2.2000;0.4472;0.8367;0.8367
tan_R;2.0000;1.8000;1.4000;0.0000;0.4472;0.8944
mejor_A;2.8000;2.4000;2.2000;0.4472;0.5477;0.8367
preguntar_V;2.2000;3.0000;2.4000;0.8367;0.0000;0.8944
saber_V;2.8000;3.0000;2.0000;0.4472;0.0000;1.0000
formar_V;2.4000;3.0000;2.0000;0.5477;0.0000;0.7071
único_A;2.4000;2.2000;2.6000;0.5477;0.8367;0.8944
vez_N;2.0000;2.0000;1.8000;0.0000;0.7071;0.8367
camino_N;2.6000;2.4000;2.6000;0.5477;0.8944;0.8944
recuerdo_N;2.2000;1.8000;3.0000;0.8367;1.0954;0.0000
mujer_N;2.6000;2.6000;3.0000;0.5477;0.5477;0.0000
conocer_V;2.8000;2.8000;2.4000;0.4472;0.4472;0.8944
parecer_V;2.4000;2.2000;2.4000;0.5477;0.4472;0.5477
olvidar_V;2.0000;2.6000;2.4000;0.7071;0.5477;0.8944
metro_N;2.1667;2.0000;3.0000;0.4082;0.8944;0.0000
importante_A;2.3333;2.3333;2.3333;0.8165;0.8165;0.8165
universidad_N;2.7143;2.8571;3.0000;0.4880;0.3780;0.0000
siglo_N;2.0000;1.2000;2.6000;0.0000;0.4472;0.5477
color_N;2.4000;2.0000;3.0000;0.5477;0.7071;0.0000
pasar_V;2.0000;2.4000;2.6000;0.0000;0.8944;0.5477
correr_V;2.8000;3.0000;3.0000;0.4472;0.0000;0.0000
mano_N;2.2000;2.0000;3.0000;0.4472;0.0000;0.0000
contar_V;2.4000;3.0000;2.8000;0.5477;0.0000;0.4472
deber_V;1.6000;2.0000;2.8000;0.5477;1.0000;0.4472
salir_V;2.6000;3.0000;3.0000;0.5477;0.0000;0.0000
vivir_V;2.8000;3.0000;3.0000;0.4472;0.0000;0.0000
estado_N;1.8000;1.8000;1.8000;0.4472;0.8367;1.0954
ver_V;2.4000;2.6000;2.8000;0.5477;0.8944;0.4472
pequeño_A;2.2000;1.6000;3.0000;0.4472;0.5477;0.0000
padre_N;3.0000;2.6000;3.0000;0.0000;0.5477;0.0000
gobierno_N;2.0000;2.6667;2.8333;0.6325;0.5164;0.4082
condado_N;2.0000;1.2000;2.2000;0.0000;0.4472;1.0954
utilizar_V;2.1667;2.6667;2.3333;0.4082;0.5164;0.8165
madre_N;3.0000;2.8000;3.0000;0.0000;0.4472;0.0000
sentir_V;2.6000;2.6000;2.4000;0.5477;0.8944;0.8944
tanto_R;2.0000;2.2000;1.8000;0.0000;0.8367;1.0954
cambiar_V;2.3333;2.6667;2.1667;0.5164;0.5164;0.7528
final_N;2.4000;2.2000;2.6000;0.5477;0.8367;0.8944
escribir_V;2.2000;2.8000;3.0000;0.4472;0.4472;0.0000
día_N;2.4000;2.2000;3.0000;0.5477;0.8367;0.0000
sueño_N;2.4000;2.2000;2.4000;0.5477;0.8367;0.8944
usar_V;2.0000;2.8000;2.2000;0.0000;0.4472;0.8367
empezar_V;2.4000;3.0000;2.0000;0.5477;0.0000;1.0000
tomar_V;2.0000;2.6000;2.8000;0.0000;0.5477;0.4472
pesar_V;1.6000;2.2000;2.4000;0.5477;0.8367;0.5477
equipo_N;2.8000;2.4000;2.8000;0.4472;0.8944;0.4472
ciudad_N;2.4000;2.4000;3.0000;0.5477;0.8944;0.0000
juego_N;3.0000;3.0000;2.8000;0.0000;0.0000;0.4472
provincia_N;2.6000;2.0000;2.8000;0.5477;0.7071;0.4472
gran_A;2.4000;2.2000;2.6000;0.5477;0.8367;0.5477
general_A;2.2000;1.8000;1.4000;0.4472;0.4472;0.8944
morir_V;1.4000;2.4000;2.6000;0.8944;0.8944;0.8944
nacer_V;2.8000;3.0000;2.8000;0.4472;0.0000;0.4472
niño_N;2.6000;2.8000;3.0000;0.8944;0.4472;0.0000
mayor_A;2.3333;2.1667;3.0000;0.5164;0.7528;0.0000
recibir_V;2.6667;2.1667;2.6667;0.5164;0.7528;0.5164
serie_N;2.3333;2.1667;2.0000;0.5164;0.7528;0.8944
silencio_N;2.6667;1.8333;3.0000;0.5164;0.9832;0.0000
realidad_N;2.3333;2.3333;2.6667;0.5164;0.8165;0.8165
real_A;2.3333;2.3333;2.5000;0.5164;0.8165;0.5477
proyecto_N;2.5000;2.1667;2.6667;0.5477;0.9832;0.5164
estudio_N;2.5000;2.5000;2.5000;0.5477;0.8367;0.5477
tocar_V;2.3333;2.8333;2.8333;0.5164;0.4082;0.4082
conseguir_V;2.3333;2.5000;2.6667;0.5164;0.8367;0.8165
película_N;2.0000;2.1429;2.5714;1.0000;0.6901;0.5345
mes_N;2.2000;2.0000;2.2000;0.4472;0.7071;0.8367
sol_N;2.4000;2.6000;3.0000;0.8944;0.5477;0.0000
diferente_A;2.6000;2.4000;2.0000;0.5477;0.5477;0.7071
ganar_V;2.6000;2.8000;2.4000;0.5477;0.4472;0.8944
isla_N;2.8000;2.0000;2.8000;0.4472;0.7071;0.4472
censo_N;2.0000;2.6000;2.2000;0.0000;0.5477;0.8367
intentar_V;2.8000;2.6000;2.4000;0.4472;0.5477;0.5477
mostrar_V;2.6000;2.6000;2.8000;0.5477;0.5477;0.4472
viejo_A;2.2000;2.2000;2.4000;0.4472;0.8367;0.5477
humano_A;2.8000;2.8000;2.8000;0.4472;0.4472;0.4472
caminar_V;2.8000;3.0000;3.0000;0.4472;0.0000;0.0000
pie_N;2.0000;2.4000;2.8000;0.0000;0.5477;0.4472
orden_N;2.1667;2.3333;2.5000;0.7528;0.8165;0.8367
gustar_V;2.8333;2.8333;2.3333;0.4082;0.4082;0.8165
llorar_V;1.1667;2.8333;2.8333;0.4082;0.4082;0.4082
levantar_V;1.8000;2.6000;2.4000;0.4472;0.8944;0.5477
cara_N;2.4000;1.8000;2.2000;0.5477;0.4472;0.8367
rostro_N;2.2000;2.0000;2.2000;0.4472;0.7071;0.8367
señor_N;1.8000;2.2000;2.4000;0.4472;0.8367;0.5477
música_N;3.0000;2.6000;2.2000;0.0000;0.8944;1.0954
raza_N;1.8000;2.4000;3.0000;0.4472;0.5477;0.0000
idea_N;2.8000;3.0000;2.4000;0.4472;0.0000;0.8944
viento_N;2.6000;2.6000;2.6000;0.5477;0.8944;0.8944
iglesia_N;1.4000;2.0000;3.0000;0.5477;1.0000;0.0000
través_N;2.0000;2.0000;1.0000;0.0000;0.0000;0.0000
problema_N;1.2000;2.4000;2.4000;0.4472;0.8944;0.8944
álbum_N;2.2000;2.2000;2.6000;0.4472;0.8367;0.8944
desear_V;2.6000;2.8000;2.2000;0.5477;0.4472;0.8367
boca_N;2.4000;2.4000;3.0000;0.5477;0.5477;0.0000
mente_N;2.6000;2.4000;2.0000;0.5477;0.5477;1.0000
imagen_N;2.4000;2.0000;2.6000;0.5477;0.0000;0.8944
miedo_N;1.0000;2.8000;2.6000;0.0000;0.4472;0.8944
época_N;2.0000;2.0000;2.0000;0.0000;0.0000;1.0000
acabar_V;2.2000;2.6000;2.2000;0.4472;0.5477;1.0954
piel_N;2.6000;2.0000;3.0000;0.5477;0.0000;0.0000
carrera_N;2.2000;2.8000;3.0000;0.4472;0.4472;0.0000
construir_V;2.8000;3.0000;3.0000;0.4472;0.0000;0.0000
obtener_V;2.4000;3.0000;1.8000;0.5477;0.0000;0.8367
brazo_N;2.2000;1.8000;3.0000;0.4472;0.4472;0.0000
fuerte_A;2.6000;2.8000;2.2000;0.5477;0.4472;1.0954
demografía_N;2.0000;1.8333;1.5000;0.0000;0.4082;0.5477
club_N;2.6667;2.5000;2.6667;0.5164;0.5477;0.8165
publicar_V;2.1667;3.0000;2.3333;0.4082;0.0000;0.8165
resto_N;2.1667;2.0000;1.8333;0.4082;0.0000;0.9832
observar_V;2.3333;2.6667;2.6667;0.5164;0.8165;0.8165
situar_V;2.0000;2.0000;2.0000;0.0000;0.8944;0.8944
temporada_N;2.3333;2.1667;1.6667;0.5164;0.4082;0.8165
lanzar_V;2.3333;3.0000;2.8333;0.5164;0.0000;0.4082
cerrar_V;1.6667;3.0000;3.0000;0.5164;0.0000;0.0000
servicio_N;2.6000;2.4000;1.6000;0.5477;0.8944;0.8944
beso_N;3.0000;3.0000;3.0000;0.0000;0.0000;0.0000
presidente_N;1.8000;2.8000;3.0000;0.4472;0.4472;0.0000
sentido_N;2.4000;2.4000;1.6000;0.5477;0.5477;0.8944
sonrisa_N;3.0000;3.0000;3.0000;0.0000;0.0000;0.0000
necesitar_V;2.4000;3.0000;2.0000;0.5477;0.0000;0.7071
razón_N;2.6000;2.6000;1.8000;0.5477;0.5477;1.0954
miembro_N;2.4000;2.6000;2.8000;0.5477;0.5477;0.4472
movimiento_N;2.6000;2.6000;2.8000;0.5477;0.8944;0.4472
regresar_V;2.4000;3.0000;2.8000;0.8944;0.0000;0.4472
relación_N;3.0000;3.0000;2.4000;0.0000;0.0000;0.8944
frente_N;2.0000;2.0000;2.2000;0.0000;0.0000;0.8367
escuela_N;2.8000;3.0000;3.0000;0.4472;0.0000;0.0000
papel_N;2.4000;2.4000;2.8000;0.5477;0.5477;0.4472
línea_N;2.2000;2.0000;3.0000;0.4472;0.7071;0.0000
destacar_V;2.6000;2.8000;2.2000;0.5477;0.4472;0.8367
ejemplo_N;2.2000;2.6000;2.0000;0.4472;0.5477;0.7071
descubrir_V;3.0000;3.0000;2.4000;0.0000;0.0000;0.8944
servir_V;2.0000;2.8000;2.4000;0.7071;0.4472;0.8944
arte_N;3.0000;2.8000;2.6000;0.0000;0.4472;0.8944
sangre_N;2.0000;2.0000;3.0000;0.7071;0.7071;0.0000
estrella_N;3.0000;2.6000;3.0000;0.0000;0.5477;0.0000
edad_N;2.0000;2.0000;2.0000;0.7071;0.7071;0.7071
derecho_N;2.2000;2.6000;2.0000;0.4472;0.5477;0.7071
labio_N;2.4000;2.4000;3.0000;0.5477;0.5477;0.0000
dios_N;2.0000;2.0000;1.6000;0.7071;0.7071;0.8944
pertenecer_V;2.4000;2.4000;1.6000;0.5477;0.8944;0.5477
continuar_V;2.6000;2.8000;1.8000;0.5477;0.4472;0.8367
matar_V;1.0000;2.4000;2.6000;0.0000;0.8944;0.5477
participar_V;2.8000;3.0000;2.4000;0.4472;0.0000;0.5477
posible_A;2.8000;2.2000;2.4000;0.4472;0.4472;0.8944
pueblo_N;2.6000;1.8000;2.6000;0.5477;0.8367;0.5477
medio_N;2.0000;2.0000;2.6000;0.0000;0.0000;0.8944
despertar_V;2.8000;2.8000;3.0000;0.4472;0.4472;0.0000
espacio_N;2.4000;1.4000;2.0000;0.5477;0.5477;0.7071
distrito_N;2.0000;2.0000;2.0000;0.0000;0.0000;0.7071
minuto_N;1.8000;2.2000;2.0000;0.4472;0.4472;0.0000
cantar_V;2.8000;3.0000;2.8000;0.4472;0.0000;0.4472
igual_A;2.2000;2.0000;2.6000;0.4472;0.0000;0.5477
departamento_N;2.2000;1.8000;2.8000;0.4472;0.4472;0.4472
sacar_V;2.2000;3.0000;2.8000;0.4472;0.0000;0.4472
nada_R;2.0000;1.6000;2.0000;0.0000;0.5477;1.0000
cambio_N;2.6000;2.8000;2.0000;0.5477;0.4472;0.7071
gracia_N;2.8000;2.2000;2.0000;0.4472;0.4472;1.0000
blanco_A;2.6000;1.6000;3.0000;0.5477;0.8944;0.0000
personaje_N;2.8000;2.6000;2.4000;0.4472;0.5477;0.5477
semana_N;2.0000;2.4000;2.6000;0.7071;0.5477;0.5477
ocupar_V;1.8000;2.8000;2.2000;0.4472;0.4472;0.8367
bajo_A;2.0000;1.8000;3.0000;0.0000;0.4472;0.0000
antiguo_A;2.6000;1.4000;2.8000;0.5477;0.5477;0.4472
localidad_N;2.0000;2.0000;2.0000;0.0000;0.0000;0.7071
lleno_A;2.2000;1.6000;3.0000;0.4472;0.5477;0.0000
ser_N;2.8000;3.0000;2.2000;0.4472;0.0000;1.0954
ocurrir_V;2.4000;2.8000;1.4000;0.5477;0.4472;0.5477
principio_N;2.4000;2.4000;1.8000;0.5477;0.5477;0.8367
negro_A;2.0000;1.6000;2.8000;0.0000;0.5477;0.4472
oscuro_A;2.0000;1.6000;2.8000;0.0000;0.5477;0.4472
ejército_N;1.6000;2.6000;3.0000;0.8944;0.5477;0.0000
densidad_N;2.0000;1.8000;1.8000;0.0000;0.4472;0.8367
frente_R;2.0000;1.8000;2.0000;0.0000;0.4472;0.7071
hermoso_A;3.0000;2.2000;2.6000;0.0000;0.8367;0.8944
feliz_A;3.0000;2.8000;2.4000;0.0000;0.4472;0.8944
poblacional_A;2.0000;1.8000;1.6000;0.0000;0.4472;0.5477
situación_N;2.0000;2.0000;1.6000;0.0000;0.7071;0.5477
detener_V;2.0000;3.0000;2.4000;0.0000;0.0000;0.8944
ayudar_V;2.6000;3.0000;2.6000;0.5477;0.0000;0.8944
leer_V;2.8000;2.6000;2.8000;0.4472;0.8944;0.4472
anterior_A;2.2000;1.8000;1.6000;0.4472;0.4472;0.8944
largo_A;1.8000;2.0000;2.4000;0.4472;0.7071;0.8944
acompañar_V;2.8000;3.0000;2.4000;0.4472;0.0000;0.8944
abandonar_V;1.2000;2.8000;2.0000;0.4472;0.4472;1.0000
distinto_A;2.2000;2.2000;2.2000;0.4472;0.4472;1.0954
social_A;2.4000;2.0000;2.0000;0.5477;0.7071;1.0000
título_N;1.8000;2.0000;2.6000;0.4472;0.0000;0.8944
origen_N;2.2000;1.8000;1.8000;0.4472;0.4472;0.8367
desarrollar_V;2.2000;3.0000;2.4000;0.4472;0.0000;0.8944
actual_A;2.0000;1.8000;2.2000;0.0000;0.4472;0.8367
bello_A;2.8000;1.6000;2.6000;0.4472;0.8944;0.8944
mayoría_N;1.8000;2.0000;2.4000;0.4472;0.7071;0.8944
dedicar_V;2.4000;2.8000;2.6000;0.5477;0.4472;0.8944
área_N;2.2000;1.4000;2.6000;0.4472;0.5477;0.8944
chico_N;1.8000;1.6000;3.0000;0.4472;0.5477;0.0000
importar_V;2.4000;2.4000;2.6000;0.5477;0.8944;0.8944
clase_N;2.4000;2.2000;2.6000;0.5477;0.4472;0.8944
político_A;1.8000;2.4000;1.6000;0.4472;0.5477;0.8944
internacional_A;2.2000;1.8000;2.0000;0.4472;0.4472;1.0000
especial_A;2.6000;1.8000;2.4000;0.5477;0.8367;0.8944
sentimiento_N;2.4000;2.0000;2.2000;0.5477;1.0000;0.8367
alto_A;2.2000;1.8000;2.6000;0.4472;0.8367;0.8944
nivel_N;2.2000;2.2000;2.4000;0.4472;0.4472;0.8944
árbol_N;2.6000;1.6000;3.0000;0.5477;0.5477;0.0000
disco_N;2.4000;2.0000;3.0000;0.5477;0.7071;0.0000
pensamiento_N;2.6000;2.4000;2.0000;0.5477;0.8944;1.0000
cama_N;2.6000;1.8000;3.0000;0.5477;0.8367;0.0000
extraño_A;2.2000;1.8000;2.2000;0.4472;0.8367;0.8367
reconocer_V;2.4000;3.0000;2.2000;0.5477;0.0000;0.8367
sufrir_V;1.4000;2.6000;2.6000;0.8944;0.8944;0.8944
superficie_N;2.2000;1.6000;2.6000;0.4472;0.5477;0.8944
actividad_N;2.6000;2.8000;2.4000;0.5477;0.4472;0.8944
programa_N;2.0000;2.6000;2.2000;0.0000;0.5477;0.8367
edificio_N;2.0000;1.2000;3.0000;0.0000;0.4472;0.0000
responder_V;2.4286;2.5714;2.2857;0.5345;0.5345;0.7559
comer_V;2.4000;3.0000;2.6000;0.5477;0.0000;0.8944
representar_V;2.4000;2.8000;2.4000;0.5477;0.4472;0.8944
iniciar_V;2.6000;3.0000;2.4000;0.5477;0.0000;0.8944
establecer_V;2.1667;2.8333;1.5000;0.4082;0.4082;0.8367
estación_N;2.3333;1.5000;2.6667;0.5164;0.5477;0.8165
hecho_N;2.1667;2.1667;1.6667;0.4082;0.7528;0.8165
mundial_A;2.3333;2.1667;2.5000;0.5164;0.9832;0.8367
suelo_N;2.5000;2.0000;3.0000;0.5477;0.6325;0.0000
oficina_N;2.2000;2.0000;3.0000;0.4472;0.7071;0.0000
ventana_N;2.8000;1.6000;3.0000;0.4472;0.5477;0.0000
empresa_N;2.0000;2.4000;2.6000;0.0000;0.8944;0.8944
éxito_N;2.8000;2.6000;2.8000;0.4472;0.5477;0.4472
poseer_V;2.6000;2.6000;2.8000;0.5477;0.5477;0.4472
ley_N;2.0000;2.8000;2.8000;0.0000;0.4472;0.4472
compañía_N;3.0000;3.0000;3.0000;0.0000;0.0000;0.0000
suceder_V;2.4000;2.6000;2.8000;0.5477;0.8944;0.4472
instante_N;2.4000;2.0000;2.8000;0.5477;0.0000;0.4472
cubrir_V;2.4000;3.0000;2.6000;0.5477;0.0000;0.8944
sociedad_N;2.6000;2.6000;2.8000;0.5477;0.5477;0.4472
reír_V;3.0000;3.0000;3.0000;0.0000;0.0000;0.0000
traer_V;2.0000;3.0000;2.8000;0.0000;0.0000;0.4472
versión_N;2.0000;2.0000;1.8000;0.0000;0.0000;0.8367
lengua_N;2.2000;2.8000;2.8000;0.4472;0.4472;0.4472
uso_N;2.0000;2.6000;2.4000;0.7071;0.5477;0.8944
cantón_N;2.2000;1.8000;2.2000;0.4472;0.4472;0.8367
entregar_V;2.4000;2.8000;2.8000;0.5477;0.4472;0.4472
comprender_V;2.6667;2.5000;2.5000;0.5164;0.8367;0.5477
vivo_A;2.5000;2.8333;2.6667;0.5477;0.4082;0.5164
territorio_N;2.1667;1.6667;2.8333;0.4082;0.5164;0.4082
luna_N;2.8333;1.6667;3.0000;0.4082;0.5164;0.0000
vuelta_N;2.1667;2.5000;2.5000;0.4082;0.5477;0.5477
ofrecer_V;2.7500;3.0000;2.8750;0.7071;0.0000;0.3536
